SORT,Begrotingsprogramma,THEMA,Variabele,Label,Labelkort,Definitie,Bron,Peildatum,Verschijningsfrequentie,Rekeneenheid,Symbool,GROEP,format,Thema Kerncijfertabel,Kleurenpalet,LegendaCode,SD minimum Bevtotaal,SD minimum WvoorrBAG,Geenkerncijfer
2711,Openbare orde en veiligheid,Veiligheid,VSLACHTFIETS_P,Slachtofferschap: fietsendiefstal (%),Slachtoffers fietsendiefstal (%),"Aandeel 15-plussers dat de afgelopen 12 maanden slachtoffer is geweest van fietsendiefstal.

Er wordt alleen gerapporteerd over gebieden met minstens 50 respondenten.",Veiligheidsmonitor,jaarcijfer,1 keer per jaar,1,%,,F8.,,2,1,0,0,0
2721,Openbare orde en veiligheid,Veiligheid,VVEILIGVOELENALG_P,Onveilig voelen: % wel eens,Onveilig voelen: % wel eens,"% Bewoners dat zich wel eens (zelden, soms of vaak) onveilig voelt.

Er wordt alleen gerapporteerd over gebieden met minstens 50 respondenten.",Veiligheidsmonitor,jaarcijfer,1 keer per jaar,1,%,,F8.,,2,1,0,0,0
2731,Openbare orde en veiligheid,Veiligheid,VVAAKVEILIGVOELENALG_P,Onveilig voelen: % vaak,Onveilig voelen: % vaak,"% Bewoners dat zich vaak onveilig voelt.

Er wordt alleen gerapporteerd over gebieden met minstens 50 respondenten.",Veiligheidsmonitor,jaarcijfer,1 keer per jaar,1,%,,F8.,,2,1,0,0,0
2741,Openbare orde en veiligheid,Veiligheid,VVEILIGVOELEN_P,Onveilig voelen eigen buurt: % wel eens,Onveilig voelen eigen buurt: % wel eens,"% Bewoners dat zich wel eens (=zelden, soms of vaak) onveilig voelt in de eigen buurt.

Er wordt alleen gerapporteerd over gebieden met minstens 50 respondenten.",Veiligheidsmonitor,jaarcijfer,1 keer per jaar,1,%,,F8.,Openbare orde en veiligheid,2,1,0,0,0
2751,Openbare orde en veiligheid,Veiligheid,VVAAKVEILIGVOELEN_P,Onveilig voelen eigen buurt: % vaak,Onveilig voelen eigen buurt: % vaak,"% Bewoners dat zich vaak onveilig voelt in de eigen buurt.

Er wordt alleen gerapporteerd over gebieden met minstens 50 respondenten.",Veiligheidsmonitor,jaarcijfer,1 keer per jaar,1,%,,F8.,,2,1,0,0,0
2761,Openbare orde en veiligheid,Veiligheid,VVEILIGVOELEN65_P,Onveilig voelen eigen buurt: % wel eens (65+),Onveilig voelen eigen buurt: % wel eens (65+),"% Bewoners van 65 jaar en ouder dat zich wel eens (=zelden, soms of vaak) onveilig voelt in de eigen buurt.

Er wordt alleen gerapporteerd over gebieden met minstens 50 respondenten.",Veiligheidsmonitor,jaarcijfer,1 keer per jaar,1,%,,F8.,,2,1,0,0,0
2771,Openbare orde en veiligheid,Veiligheid,VVEILTHUIS_P,Onveilig voelen thuis: % vaak,Onveilig voelen thuis: % vaak,"% Bewoners dat zich thuis vaak onveilig voelt.

Er wordt alleen gerapporteerd over gebieden met minstens 50 respondenten.",Veiligheidsmonitor,jaarcijfer,1 keer per jaar,1,%,,F8.,,2,1,0,0,0
2781,Openbare orde en veiligheid,Veiligheid,VBUURTVEILIG_R,Veiligheid buurt (1-10),Veiligheid buurt (1-10),"Gemiddeld rapportcijfer dat bewoners geven als antwoord op de vraag: 
Als u de veiligheid in uw buurt een rapportcijfer zou mogen geven van 1 tot en met 10, welk cijfer zou u dan geven?",Veiligheidsmonitor,jaarcijfer,1 keer per jaar,1,%,,F8.,,1,2,0,0,0
2791,Openbare orde en veiligheid,Veiligheid,VVEILIGDAG_R,Veiligheidsgevoel overdag (1-10),Veiligheidsgevoel overdag (1-10),"Gemiddeld rapportcijfer dat bewoners geven als antwoord op de vraag: Hoe veilig voelt u zich overdag in uw buurt? (1=zeer onveilig, 10=zeer veilig).

Er wordt alleen gerapporteerd over gebieden met minstens 20 respondenten.",Wonen in Amsterdam,nvt,1 keer in de twee jaar in de oneven jaren,3,,,F5.1,,1,1,0,0,0
2801,Openbare orde en veiligheid,Veiligheid,VVEILIGAVOND_R,Veiligheidsgevoel 's avonds (1-10),Veiligheidsgevoel 's avonds (1-10),"Gemiddeld rapportcijfer dat bewoners geven als antwoord op de vraag: Hoe veilig voelt u zich 's avonds in uw buurt? (1=zeer onveilig, 10=zeer veilig).

Er wordt alleen gerapporteerd over gebieden met minstens 20 respondenten.",Wonen in Amsterdam,nvt,1 keer in de twee jaar in de oneven jaren,3,,,F5.1,,1,1,0,0,0
2811,Openbare orde en veiligheid,Veiligheid,VCRIMINALITEIT_R,Overlast criminaliteit (1-10),Overlast criminaliteit (1-10),"Kunt u met een rapportcijfer 1 t/m 10 aangeven in welke mate u overlast ondervindt van criminaliteit? (1= ernstige overlast, 10 =geen overlast).

Er wordt alleen gerapporteerd over gebieden met minstens 20 respondenten.",Wonen in Amsterdam,nvt,1 keer in de twee jaar in de oneven jaren,3,,,F5.1,,1,1,0,0,0
2821,Openbare orde en veiligheid,Veiligheid,VCRIMITOE_P,Criminaliteit: % toegenomen,Criminaliteit: % toegenomen,"% Bewoners dat denkt dat de criminaliteit in de buurt de afgelopen 12 maanden is toegenomen.

Er wordt alleen gerapporteerd over gebieden met minstens 50 respondenten.",Veiligheidsmonitor,jaarcijfer,1 keer per jaar,1,%,criminaliteitontwikkeling,F8.,,2,1,0,0,0
2831,Openbare orde en veiligheid,Veiligheid,VCRIMIGELIJK_P,Criminaliteit: % gelijk,Criminaliteit: % gelijk,% Bewoners dat denkt dat de criminaliteit in de buurt de afgelopen 12 maanden is gelijk gebleven.,Veiligheidsmonitor,jaarcijfer,1 keer per jaar,1,%,criminaliteitontwikkeling,F8.,,1,2,0,0,0
2841,Openbare orde en veiligheid,Veiligheid,VCRIMIAF_P,Criminaliteit: % afgenomen,Criminaliteit: % afgenomen,"% Bewoners dat denkt dat de criminaliteit in de buurt de afgelopen 12 maanden is afgenomen.

Er wordt alleen gerapporteerd over gebieden met minstens 50 respondenten.",Veiligheidsmonitor,jaarcijfer,1 keer per jaar,1,%,criminaliteitontwikkeling,F8.,,1,1,0,0,0
2851,Openbare orde en veiligheid,Veiligheid,VJEUGDIGE_P,Verdachten: % jeugdigen (12-24 jaar),Jeugdige verdachten (% 12-24),"Het aandeel jeugdige verdachten is het % verdachten van criminaliteit onder de 12 tot en met 24-jarige bevolking. 

Er worden geen cijfers gepubliceerd over gebieden met minder dan 100 12 tot en met 24-jarigen.

De cijfers op wijkniveau zijn gebaseerd op de buurtindeling 2010. De grenswijzigingen van 1-1-2015 zijn buiten beschouwing gelaten, met uitzondering van Duivelseiland, dat is opgenomen in het Museumkwartier.",Politieeenheid Amsterdam,jaarcijfer,1 keer per jaar,1,%,,F5.1,"Onderwijs, jeugd en diversiteit",2,1,0,0,0
2861,Openbare orde en veiligheid,Veiligheid,VVOLWASSEN_P,Verdachten: % volwassenen (25+),Volwassen verdachten (% 25+),"% Verdachten van criminaliteit onder de bevolking van 25 jaar of ouder.

Er worden geen cijfers gepubliceerd over gebieden met minder dan 100 25-plussers.

De cijfers op wijkniveau zijn gebaseerd op de buurtindeling 2010. De grenswijzigingen van 1-1-2015 zijn buiten beschouwing gelaten, met uitzondering van Duivelseiland, dat is opgenomen in het Museumkwartier.",Politieeenheid Amsterdam,jaarcijfer,1  keer per jaar,1,%,,F5.1,,2,1,0,0,0
2871,Openbare orde en veiligheid,Veiligheid,LOVERL_P,Overlast: % veel,Overlast: % veel,"% Bewoners dat het idee heeft dat er veel overlast plaatsvindt in de buurt.

Er wordt alleen gerapporteerd over gebieden met minstens 50 respondenten.",Veiligheidsmonitor,jaarcijfer,1 keer per jaar,1,%,,F8.,,2,1,0,0,0
2881,Openbare orde en veiligheid,Veiligheid,LOVERLTOE_P,Overlast: % toegenomen,Overlast: % toegenomen,"% Bewoners dat denkt dat de overlast in de buurt de afgelopen 12 maanden is toegenomen.

Er wordt alleen gerapporteerd over gebieden met minstens 50 respondenten.",Veiligheidsmonitor,jaarcijfer,1 keer per jaar,1,%,,F8.,,2,1,0,0,0
2891,Openbare orde en veiligheid,Veiligheid,LOVERLGELIJK_P,Overlast: % gelijk,Overlast: % gelijk,"% Bewoners dat denkt dat de overlast in de buurt de afgelopen 12 maanden gelijk is gebleven.

Er wordt alleen gerapporteerd over gebieden met minstens 50 respondenten.",Veiligheidsmonitor,jaarcijfer,1 keer per jaar,1,%,,F8.,,1,2,0,0,0
2901,Openbare orde en veiligheid,Veiligheid,LOVERLAF_P,Overlast: % afgenomen,Overlast: % afgenomen,"% Bewoners dat denkt dat de overlast in de buurt de afgelopen 12 maanden is afgenomen.

Er wordt alleen gerapporteerd over gebieden met minstens 50 respondenten.",Veiligheidsmonitor,jaarcijfer,1 keer per jaar,1,%,,F8.,,1,1,0,0,0
2911,Openbare orde en veiligheid,Veiligheid,LDRONKEN_P,Overlast: dronken mensen op straat (%),Overlast dronken mensen op straat (%),"% Bewoners dat zegt zelf veel overlast te ervaren van dronken mensen op straat.

Er wordt alleen gerapporteerd over gebieden met minstens 50 respondenten.",Veiligheidsmonitor,jaarcijfer,1 keer per jaar,1,%,,F8.,,2,1,0,0,0
2921,Openbare orde en veiligheid,Veiligheid,LDRUGSOVL_P,Overlast: drugs (%),Drugsoverlast (%),"% Bewoners dat zegt zelf veel overlast te ervaren van drugsgebruik of drugshandel, bijvoorbeeld op straat of in coffeeshops.

Er wordt alleen gerapporteerd over gebieden met minstens 50 respondenten.",Veiligheidsmonitor,jaarcijfer,1 keer per jaar,1,%,,F8.,,2,1,0,0,0
2931,Openbare orde en veiligheid,Veiligheid,LHORECA_P,Overlast: horecagelegenheden (%),Overlast horeca (%),"% Bewoners dat zegt zelf veel overlast te ervaren van horecagelegenheden zoals cafés, restaurants of snackbars.

Er wordt alleen gerapporteerd over gebieden met minstens 50 respondenten.",Veiligheidsmonitor,jaarcijfer,1 keer per jaar,1,%,,F8.,Openbare orde en veiligheid,2,1,0,0,0
2941,Openbare orde en veiligheid,Veiligheid,LBUURTBEW_P,Overlast: buurtbewoners (%),Overlast buurtbewoners (%),"% Bewoners dat zegt zelf veel overlast te ervaren van buurtbewoners.

Er wordt alleen gerapporteerd over gebieden met minstens 50 respondenten.",Veiligheidsmonitor,jaarcijfer,1 keer per jaar,1,%,,F8.,,2,1,0,0,0
2951,Openbare orde en veiligheid,Veiligheid,LLASTIGGEV_P,Overlast: lastigvallen (%),Overlast lastigvallen (%),"% Bewoners dat zegt zelf veel overlast te ervaren van mensen die op straat worden lastig gevallen.

Er wordt alleen gerapporteerd over gebieden met minstens 50 respondenten.",Veiligheidsmonitor,jaarcijfer,1 keer per jaar,1,%,,F8.,,2,1,0,0,0
2961,Openbare orde en veiligheid,Veiligheid,LJONGERENOVL_P,Overlast: rondhangende jongeren (%),Overlast jongeren (%),"% Bewoners dat zegt zelf veel overlast te ervaren van rondhangende jongeren.

Er wordt alleen gerapporteerd over gebieden met minstens 50 respondenten.",Veiligheidsmonitor,jaarcijfer,1 keer per jaar,1,%,,F8.,Openbare orde en veiligheid,2,1,0,0,0
2971,Openbare orde en veiligheid,Veiligheid,LBURENOVERLAST_R,Overlast: buren (1-10),Overlast buren (1-10),"Kunt u met een rapportcijfer van 1 t/m 10 aangeven in welke mate u overlast ondervindt van buren? (1= ernstige overlast, 10 =geen overlast).

Er wordt alleen gerapporteerd over gebieden met minstens 20 respondenten.",Wonen in Amsterdam,nvt,1 keer in de twee jaar in de oneven jaren,3,,,F5.1,Openbare orde en veiligheid,1,1,0,0,0
2981,Openbare orde en veiligheid,Veiligheid,LOVERLASTANDEREGROEPEN_R,Overlast: andere groepen (1-10),Overlast andere groepen (1-10),"Kunt u met een rapportcijfer 1 t/m 10 aangeven in welke mate u overlast ondervindt van andere groepen mensen? (1= ernstige overlast, 10 =geen overlast).

Er wordt alleen gerapporteerd over gebieden met minstens 20 respondenten.",Wonen in Amsterdam,nvt,1 keer in de twee jaar in de oneven jaren,3,,,F5.1,,1,1,0,0,0
2991,Openbare orde en veiligheid,Veiligheid,LHORECAOVERLAST_R,Overlast: horeca (1-10),Overlast horeca (1-10),"Kunt u met een rapportcijfer van 1 t/m 10 aangeven in welke mate u overlast ondervindt van horeca? (1= ernstige overlast, 10 =geen overlast).

Er wordt alleen gerapporteerd over gebieden met minstens 20 respondenten.",Wonen in Amsterdam,nvt,1 keer in de twee jaar in de oneven jaren,3,,,F5.1,,1,1,0,0,0
3001,Openbare orde en veiligheid,Veiligheid,VBRAND,Binnenbranden,Binnenbranden,Het aantal binnenbranden in woningen. Binnenbranden zijn branden in een min of meer omsloten ruimte.,Brandweer Amsterdam-Amstelland,jaarcijfer,1 keer per jaar,2,,,F8.,,9,3,0,0,0
3011,Openbare orde en veiligheid,Veiligheid,VBRAND_P,Binnenbranden per 1.000 woningen,Binnenbranden/1.000 woningen,Het aantal binnenbranden in woningen per 1.000 woningen. Binnenbranden zijn branden in een min of meer omsloten ruimte.,Brandweer Amsterdam-Amstelland,jaarcijfer,1 keer per jaar,6,/1.000 woningen,,F5.1,Openbare orde en veiligheid,2,1,0,500,0
3021,Economie en cultuur,Bedrijvigheid,BHVEST,Vestigingen totaal,Vestigingen,"Een locatie van een door de Kamer van Koophandel geregistreerde onderneming, instelling of zelfstandige beroepsbeoefenaar, waarin of van waaruit een economische activiteit, andere (niet-economische) activiteit, of zelfstandig (vrij) beroep wordt uitgeoefend voor minimaal 12 uur per week door minimaal één werkzaam persoon. Het aantal vestigingen wordt bepaald op een peildatum.

Sinds 1 juli 2008 zijn ook vrije beroepen verplicht zich in te schrijven in het Handelregister. In 2008 leidde dit tot een toename van het aantal geregistreerde artsen en advocaten en in 2009 van de creatieve beroepen.",Bedrijvenregister Amsterdam (ARRA),1  januari,1 keer per jaar,2,,,F8.,Economie en cultuur,9,3,0,0,0
3031,Economie en cultuur,Bedrijvigheid,BHZZP,ZZP,ZZP,"Aantal Zelfstandigen zonder personeel, oftewel het aantal vestigingen met 1 werkzame persoon en de rechtsvorm eenmanszaak.

Sinds 1 juli 2008 zijn ook vrije beroepen verplicht zich in te schrijven in het Handelregister. In 2008 leidde dit tot een toename van het aantal geregistreerde artsen en advocaten en in 2009 van de creatieve beroepen.",Bedrijvenregister Amsterdam (ARRA),1  januari,1 keer per jaar,2,,,F8.,,9,3,0,0,0
3041,Economie en cultuur,Bedrijvigheid,BHZZP_P,ZZP (% vestigingen),ZZP (% vestigingen),"Aantal Zelfstandigen zonder personeel, oftewel het aantal vestigingen met 1 werkzame persoon en de rechtsvorm eenmanszaak, op het totaal aantal vestigingen.

Sinds 1 juli 2008 zijn ook vrije beroepen verplicht zich in te schrijven in het Handelregister. In 2008 leidde dit tot een toename van het aantal geregistreerde artsen en advocaten en in 2009 van de creatieve beroepen.",Bedrijvenregister Amsterdam (ARRA),1  januari,1 keer per jaar,1,%,,F5.1,,1,2,0,0,0
3051,Economie en cultuur,Bedrijvigheid,BHSTART,Startende ondernemers,Starters,"Aantal gestarte ondernemingen in het voorgaande jaar dat per 1 januari van het peiljaar nog in bedrijf is. Een onderneming wordt door de kamer van koophandel als starter in een bepaald jaar gekwalificeerd als:
• het bedrijf niet al langer bestaat,
• het geen verhuizing betreft, 
• het geen filiaalbedrijf is,
• het aantal werkzame personen kleiner is dan 5
• het bedrijf aan het einde van het jaar nog bestaat. 

Sinds 1 juli 2008 zijn ook vrije beroepen verplicht zich in te schrijven in het Handelregister. In 2008 leidde dit tot een toename van het aantal geregistreerde artsen en advocaten en in 2009 van de creatieve beroepen.  
",Bedrijvenregister Amsterdam (ARRA),1  januari,1 keer per jaar,2,,,F8.,,9,3,0,0,0
3061,Economie en cultuur,Bedrijvigheid,BHSTART_P,Startende ondernemers (% vestigingen),Starters (% vestigingen),"Aandeel startende ondernemers op het totaal aantal vestigingen .

Sinds 1 juli 2008 zijn ook vrije beroepen verplicht zich in te schrijven in het Handelregister. In 2008 leidde dit tot een toename van het aantal geregistreerde artsen en advocaten en in 2009 van de creatieve beroepen.",Bedrijvenregister Amsterdam (ARRA),1  januari,1 keer per jaar,1,%,,F5.1,,1,2,0,0,0
3071,Economie en cultuur,Bedrijvigheid,BHVEST_0WP,Grootteklasse 0 wp,Grootteklasse 0 wp,Aantal vestigingen zonder werkzame personen.,Bedrijvenregister Amsterdam (ARRA),1  januari,1 keer per jaar,2,,grootteklasse,F8.,,9,3,0,0,0
3081,Economie en cultuur,Bedrijvigheid,BHVEST_0FT,Grootteklasse 0 full timers,Grootteklasse 0 full timers,Aantal vestigingen met alleen werkzame personen die minder dan 12 uur per week werken.,Bedrijvenregister Amsterdam (ARRA),1  januari,1 keer per jaar,2,,grootteklasse,F8.,,9,3,0,0,0
3091,Economie en cultuur,Bedrijvigheid,BHVEST_1WP,Grootteklasse 1 wp,Grootteklasse 1 wp,Aantal vestigingen met 1 werkzame persoon voor minimaal 12 uur per week.,Bedrijvenregister Amsterdam (ARRA),1  januari,1 keer per jaar,2,,grootteklasse,F8.,,9,3,0,0,0
3101,Economie en cultuur,Bedrijvigheid,BHVEST_2TM4WP,Grootteklasse 2-4 wp,Grootteklasse 2-4 wp,Aantal vestigingen met 2 tot en met 4 werkzame personen voor minimaal 12 uur per week.,Bedrijvenregister Amsterdam (ARRA),1  januari,1 keer per jaar,2,,grootteklasse,F8.,,9,3,0,0,0
3111,Economie en cultuur,Bedrijvigheid,BHVEST_5TM9WP,Grootteklasse 5-9 wp,Grootteklasse 5-9 wp,Aantal vestigingen met 5 tot en met 9 werkzame personen voor minimaal 12 uur per week.,Bedrijvenregister Amsterdam (ARRA),1  januari,1 keer per jaar,2,,grootteklasse,F8.,,9,3,0,0,0
3121,Economie en cultuur,Bedrijvigheid,BHVEST_10TM19WP,Grootteklasse 10-19 wp,Grootteklasse 10-19 wp,Aantal vestigingen met 10 tot en met 19 werkzame personen voor minimaal 12 uur per week.,Bedrijvenregister Amsterdam (ARRA),1  januari,1 keer per jaar,2,,grootteklasse,F8.,,9,3,0,0,0
3131,Economie en cultuur,Bedrijvigheid,BHVEST_20TM49WP,Grootteklasse 20-49 wp,Grootteklasse 20-49 wp,Aantal vestigingen met 20 tot en met 49 werkzame personen voor minimaal 12 uur per week.,Bedrijvenregister Amsterdam (ARRA),1  januari,1 keer per jaar,2,,grootteklasse,F8.,,9,3,0,0,0
3141,Economie en cultuur,Bedrijvigheid,BHVEST_50TM99WP,Grootteklasse 50-99 wp,Grootteklasse 50-99 wp,Aantal vestigingen met 50 tot en met 99 werkzame personen voor minimaal 12 uur per week.,Bedrijvenregister Amsterdam (ARRA),1  januari,1 keer per jaar,2,,grootteklasse,F8.,,9,3,0,0,0
3151,Economie en cultuur,Bedrijvigheid,BHVEST_100TM199WP,Grootteklasse 100-199 wp,Grootteklasse 100-199 wp,Aantal vestigingen met 100 tot en met 199 werkzame personen voor minimaal 12 uur per week.,Bedrijvenregister Amsterdam (ARRA),1  januari,1 keer per jaar,2,,grootteklasse,F8.,,9,3,0,0,0
3161,Economie en cultuur,Bedrijvigheid,BHVEST_200TM499WP,Grootteklasse 200-499 wp,Grootteklasse 200-499 wp,Aantal vestigingen met 200 tot en met 499 werkzame personen voor minimaal 12 uur per week.,Bedrijvenregister Amsterdam (ARRA),1  januari,1 keer per jaar,2,,grootteklasse,F8.,,9,3,0,0,0
3171,Economie en cultuur,Bedrijvigheid,BHVEST_500TM799WP,Grootteklasse 500-799 wp,Grootteklasse 500-799 wp,Aantal vestigingen met 500 tot en met 799 werkzame personen voor minimaal 12 uur per week.,Bedrijvenregister Amsterdam (ARRA),1  januari,1 keer per jaar,2,,grootteklasse,F8.,,9,3,0,0,0
3181,Economie en cultuur,Bedrijvigheid,BHVEST_800TM999WP,Grootteklasse 800-999 wp,Grootteklasse 800-999 wp,Aantal vestigingen met 800 tot en met 999 werkzame personen voor minimaal 12 uur per week.,Bedrijvenregister Amsterdam (ARRA),1  januari,1 keer per jaar,2,,grootteklasse,F8.,,9,3,0,0,0
3191,Economie en cultuur,Bedrijvigheid,BHVEST_1000TM4999WP,Grootteklasse 1000-4999 wp,Grootteklasse 1000-4999 wp,Aantal vestigingen met 1.000 tot en met 4.999 werkzame personen voor minimaal 12 uur per week.,Bedrijvenregister Amsterdam (ARRA),1  januari,1 keer per jaar,2,,grootteklasse,F8.,,9,3,0,0,0
3201,Economie en cultuur,Bedrijvigheid,BHVEST_5000PLUSWP,Grootteklasse 5000+ wp,Grootteklasse 5000+ wp,Aantal vestigingen met 5.000 of meer werkzame personen voor minimaal 12 uur per week.,Bedrijvenregister Amsterdam (ARRA),1  januari,1 keer per jaar,2,,grootteklasse,F8.,,9,3,0,0,0
3211,Economie en cultuur,Bedrijvigheid,BHKANTRUIM,Voorraad kantoorruimte (objecten),Voorraad kantoren (objecten),Totaal aantal kantoorruimtes.,Belastingen gemeente Amsterdam,1  januari,1 keer per jaar,2,,,F8.,,9,3,0,0,0
